Date,Time,ProductCategory,Line,Model,SO,LotSize,Target,Actual,vsTarget,MachineStatus,
01-Jan-24,3:16 PM,JBJ/JTE,Line8,JBJ7668.S,177013,720,558,440,-0.21,Idle,
