ShiftDate,ActualDate,Shift,ProdCat,CycleTime,BCT,Line,Model,PlanMP,Leader,Good,Reject,GrossOutput,StartTime,StopTime,GrossAvailability,ScheduleTimeMin,ScheduledBreak,MaterialShort,DefectiveComponent,COOnline,PredictiveMaintenance,EquipmentDT,ProcessQualityDT,OtherDT,TotalDowntime,NetOperatingTime,NetOutput,IdealOperatingTime,Availability,Performance,Quality,ActualOEE,TargetOEE,ActualPPH,SORemark,ProdRemark,AVLoss,PFLoss,QLoss,
2024-01-24,1/24/2024 9:06:53 PM,Night,JTS,22.81,15.56,Line4,JTS7639,4.0,SURAJ,74,0,74,1/24/2024 9:06:53 PM,1/24/2024 10:33:49 PM,1.45,87.00,16.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.80,70.20,228.87,19.190000,0.806700,0.273800,1.000000,0.220900,0.810000,15.83,177652-1,,,,,
2024-01-24,1/24/2024 9:06:44 PM,Night,JTC,32.95,32.95,Line6,JTC105,5.0,ROSHAN,35,0,35,1/24/2024 9:06:44 PM,1/24/2024 10:45:29 PM,1.65,99.00,16.20,26.00,0.00,0.00,0.00,0.00,0.00,0.00,42.20,56.80,132.19,19.220000,0.572900,0.339600,1.000000,0.194600,0.760000,7.42,177686-3,,,,,
2024-01-24,1/24/2024 9:18:22 PM,Night,JBJ/JTE,12.06,12.06,Line8,JTE1188,6.0,HAFIZ,31,0,31,1/24/2024 9:18:22 PM,1/24/2024 9:28:52 PM,0.18,10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,53.72,6.230000,1.000000,0.593400,1.000000,0.593400,0.810000,29.52,177671-0,,,,,
2024-01-24,1/24/2024 9:04:17 PM,Night,JBJ/JTE,10.00,,Line2,JBJ830.ZFB,6.0,RIZMAN,133,0,133,1/24/2024 9:04:17 PM,1/24/2024 9:52:09 PM,0.80,48.00,0.00,0.00,0.00,12.90,0.00,0.00,0.00,0.00,12.90,35.10,208.80,,0.730700,0.797400,1.000000,0.582700,0.810000,38.00,177629-0,,,,,
2024-01-24,1/24/2024 9:26:28 PM,Night,JBJ/JTE,12.18,12.18,Line1,JTE760.ZFB,5.0,SURAJ,200,0,200,1/24/2024 9:26:28 PM,1/24/2024 10:23:58 PM,0.96,57.60,17.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,40.20,283.82,40.600000,0.697400,1.012500,1.000000,0.706100,0.810000,59.85,177645-0,,,,,
2024-01-24,1/24/2024 9:52:40 PM,Night,JBJ/JTE,10.16,10.17,Line3,JTE994.ZFB,6.0,RIZMAN,326,0,326,1/24/2024 9:52:40 PM,1/24/2024 11:42:29 PM,1.83,109.80,17.00,18.60,0.00,0.00,0.00,0.00,0.00,1.40,37.00,72.80,531.27,55.260000,0.663000,0.759000,1.000000,0.503200,0.810000,44.78,177703-1,,,,,
2024-01-24,1/24/2024 10:35:02 PM,Night,JBJ/JTE,10.47,10.47,Line1,JTE1191.ZFB,5.0,SURAJ,232,0,232,1/24/2024 10:35:02 PM,1/24/2024 11:36:36 PM,1.03,61.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.80,354.27,40.480000,1.000000,0.657200,1.000000,0.657200,0.810000,45.19,177635-0,,,,,
2024-01-24,1/24/2024 10:23:57 PM,Night,JTC,34.62,34.62,Line5,JTC2565,4.0,ROSHAN,116,0,116,1/24/2024 10:23:57 PM,1/24/2024 11:53:38 PM,1.50,90.00,0.00,6.60,0.00,7.40,0.00,0.00,0.00,0.00,14.00,76.00,131.04,66.930000,0.843900,0.884200,1.000000,0.746200,0.760000,22.99,177669-0,,,,,
2024-01-24,1/24/2024 11:04:19 PM,Night,JTC,164.76,164.73,Line6,JTC105,1.0,ROSHAN,12,0,12,1/24/2024 11:04:19 PM,1/24/2024 11:27:54 PM,0.39,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,8.52,32.950000,1.000000,1.000000,1.000000,1.000000,0.760000,30.51,177686-4,,,,,
2024-01-24,1/24/2024 11:07:15 PM,Night,JTS,22.81,12.72,Line4,JTS7564.ZFB,4.0,SURAJ,170,0,170,1/24/2024 11:07:15 PM,1/25/2024 1:12:22 AM,2.08,124.80,31.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.30,93.50,328.31,36.040000,0.749800,0.384200,1.000000,0.288100,0.810000,27.19,177706-0,,,,,
2024-01-24,1/24/2024 11:43:38 PM,Night,JBJ/JTE,14.48,14.47,Line1,JTE775,5.0,SURAJ,1596,0,1596,1/24/2024 11:43:38 PM,1/25/2024 6:34:33 AM,6.85,411.00,66.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.40,344.60,1703.60,384.900000,0.838400,1.117300,1.000000,0.936700,0.810000,55.59,177745-0,,,,,
2024-01-24,1/24/2024 11:42:45 PM,Night,JBJ/JTE,12.06,12.06,Line8,JTE1188,6.0,RIZMAN,201,0,201,1/24/2024 11:42:45 PM,1/25/2024 1:16:40 AM,1.57,94.20,32.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.60,61.60,468.55,40.400000,0.652800,0.659100,1.000000,0.430300,0.810000,32.79,177671-1,,,,,
2024-01-24,1/24/2024 11:52:28 PM,Night,JTC,22.79,22.15,Line6,JTC1358.ZFB,5.0,ROSHAN,198,0,198,1/24/2024 11:52:28 PM,1/25/2024 1:53:22 AM,2.02,121.20,31.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.30,89.90,319.06,73.100000,0.741100,0.815800,1.000000,0.604600,0.760000,26.52,177666-0,,,,,
2024-01-24,1/24/2024 11:52:20 PM,Night,JTS,22.81,11.83,Line12,JTS155.ZFB,4.0,SHANKAR,10,0,10,1/24/2024 11:52:20 PM,1/24/2024 11:59:39 PM,0.12,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,18.94,1.970000,1.000000,0.270100,1.000000,0.270100,0.810000,20.55,177718-0,,,,,
2024-01-24,1/25/2024 12:34:44 AM,Night,JTS,22.81,11.83,Line12,JTS155.ZFB,4.0,SHANKAR,185,0,185,1/25/2024 12:34:44 AM,1/25/2024 1:47:50 AM,1.22,73.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.20,192.56,36.480000,1.000000,0.499000,1.000000,0.499000,0.810000,37.96,177718-1,,,,,
2024-01-24,1/25/2024 1:24:34 AM,Night,JBJ/JTE,11.23,11.23,Line2,JBJ779,6.0,RIZMAN,280,0,280,1/25/2024 1:24:34 AM,1/25/2024 3:25:50 AM,2.02,121.20,0.00,51.20,0.00,0.00,0.00,0.00,0.00,0.00,51.20,70.00,375.08,52.410000,0.577900,0.747600,1.000000,0.432000,0.810000,39.94,177698-0,,,,,
2024-01-24,1/25/2024 1:32:29 AM,Night,JBJ/JTE,10.85,10.85,Line7,JBJ150.ZFB,5.0,SURAJ,301,0,301,1/25/2024 1:32:29 AM,1/25/2024 2:32:47 AM,1.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,331.85,54.430000,1.000000,0.902700,1.000000,0.902700,0.810000,59.90,177735-0,,,,,
2024-01-24,1/25/2024 2:00:29 AM,Night,JTC,40.30,28.97,Line5,JTC1400,3.0,ROSHAN,200,0,200,1/25/2024 2:00:29 AM,1/25/2024 3:16:58 AM,1.27,76.20,15.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,61.00,113.46,96.570000,0.801300,1.000000,1.000000,0.801300,0.760000,65.25,177695-0,,,,,
2024-01-24,1/25/2024 2:09:50 AM,Night,JTS,19.97,19.97,Line10,JTS1748.ZFB,6.0,SHANKAR,648,0,648,1/25/2024 2:09:50 AM,1/25/2024 8:00:28 AM,5.84,350.40,41.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70,308.70,1052.60,215.680000,0.881100,0.698200,1.000000,0.615200,0.810000,20.98,177651-0,,,,,
2024-01-24,1/25/2024 2:38:11 AM,Night,JBJ/JTE,10.16,10.17,Line8,JTE151.ZFB,6.0,RIZMAN,150,0,150,1/25/2024 2:38:11 AM,1/25/2024 3:39:46 AM,1.03,61.80,10.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,51.00,364.81,25.430000,0.824700,0.500500,1.000000,0.412800,0.810000,29.53,177638-0,,,,,
2024-01-24,1/25/2024 2:52:49 AM,Night,JBJ/JTE,11.40,7.48,Line7,JBJ122.S,4.0,SURAJ,128,0,128,1/25/2024 2:52:49 AM,1/25/2024 3:43:44 AM,0.85,51.00,16.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,34.40,268.36,15.960000,0.673900,0.465200,1.000000,0.313500,0.810000,55.98,177692-0,,,,,
2024-01-24,1/25/2024 3:20:35 AM,Night,JTC,22.79,22.15,Line6,JTC1357.ZFB,5.0,ROSHAN,150,0,150,1/25/2024 3:20:35 AM,1/25/2024 4:26:04 AM,1.09,65.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.40,172.17,55.380000,1.000000,0.845400,1.000000,0.845400,0.760000,27.48,177665-0,,,,,
2024-01-24,1/25/2024 3:43:46 AM,Night,JBJ/JTE,12.20,12.20,Line3,JTE7731.ZFB,5.0,RIZMAN,170,0,170,1/25/2024 3:43:46 AM,1/25/2024 4:24:33 AM,0.68,40.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.80,200.70,34.570000,1.000000,0.847200,1.000000,0.847200,0.810000,50.00,177715-0,,,,,
2024-01-24,1/25/2024 4:24:57 AM,Night,JTC,30.22,21.73,Line5,JTC1400,4.0,ROSHAN,366,0,366,1/25/2024 4:24:57 AM,1/25/2024 6:25:09 AM,2.00,120.00,16.50,0.00,0.00,0.00,0.20,0.00,0.00,0.00,16.70,103.30,238.24,132.550000,0.861100,1.280700,1.000000,1.000000,0.760000,53.04,177695-1,,,,,
2024-01-24,1/25/2024 4:20:23 AM,Night,JBJ/JTE,11.94,9.12,Line7,JTE7514,5.0,RIZMAN,300,0,300,1/25/2024 4:20:23 AM,1/25/2024 5:18:15 AM,0.96,57.60,0.00,0.00,0.00,3.60,0.00,0.00,0.00,0.00,3.60,54.00,271.26,45.600000,0.937800,0.839800,1.000000,0.787600,0.810000,66.30,177714-0,,,,,
2024-01-24,1/25/2024 5:13:54 AM,Night,JBJ/JTE,12.20,12.20,Line3,JTE7731.ZFB,5.0,RIZMAN,180,0,180,1/25/2024 5:13:54 AM,1/25/2024 6:10:05 AM,0.94,56.40,13.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.70,42.70,277.44,36.600000,0.756200,0.861200,1.000000,0.651200,0.810000,50.82,177715-1,,,,,
2024-01-24,1/25/2024 6:10:07 AM,Night,JBJ/JTE,12.16,12.16,Line8,JTE7583.ZFB,6.0,RIZMAN,200,0,200,1/25/2024 6:10:07 AM,1/25/2024 7:26:26 AM,1.27,76.20,0.00,17.80,0.00,0.00,0.00,0.00,0.00,0.00,17.80,58.40,290.24,40.530000,0.766700,0.692900,1.000000,0.531200,0.810000,34.19,177678-0,,,,,
2024-01-24,1/25/2024 6:28:37 AM,Night,JTC,32.95,32.95,Line6,JTC1303,5.0,ROSHAN,144,0,144,1/25/2024 6:28:37 AM,1/25/2024 8:01:09 AM,1.54,92.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.40,168.24,79.080000,1.000000,0.854900,1.000000,0.854900,0.760000,18.68,177689-0,,,,,
2024-01-24,1/25/2024 6:49:21 AM,Night,JBJ/JTE,11.48,11.48,Line7,JTE463.ZFB,5.0,SURAJ,131,0,131,1/25/2024 6:49:21 AM,1/25/2024 7:11:37 AM,0.37,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.20,116.00,25.060000,1.000000,1.124000,1.000000,1.000000,0.810000,70.49,177677-0,,,,,
2024-01-24,1/25/2024 7:08:37 AM,Night,JBJ/JTE,12.20,12.20,Line3,JTE7731.ZFB,5.0,RIZMAN,225,0,225,1/25/2024 7:08:37 AM,1/25/2024 7:56:49 AM,0.80,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,236.12,45.750000,1.000000,0.949200,1.000000,0.949200,0.810000,56.02,177715-2,,,,,
2024-01-24,1/25/2024 7:14:46 AM,Night,JBJ/JTE,12.06,12.06,Line1,JTE774,6.0,SURAJ,114,0,114,1/25/2024 7:14:46 AM,1/25/2024 7:59:17 AM,0.74,44.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.40,220.85,22.910000,1.000000,0.514900,1.000000,0.514900,0.810000,25.62,177748-0,,,,,
2024-01-24,1/24/2024 5:01:16 PM,Day,JBJ/JTE,11.10,11.10,Line7,JBJ100,6.0,KAMIL,420,0,420,1/24/2024 5:01:16 PM,1/24/2024 5:08:47 PM,0.12,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,38.93,77.700000,1.000000,1.000000,1.000000,1.000000,0.810000,560.00,177710-3,,,,,
2024-01-24,1/24/2024 9:11:38 AM,Day,JBJ/JTE,12.03,12.03,Line2,JBJ144.ZFB,5.0,ROSHAN,50,0,50,1/24/2024 9:11:38 AM,1/24/2024 9:12:19 AM,0.01,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,2.99,10.030000,1.000000,1.000000,1.000000,1.000000,0.810000,857.14,177596-0,,,,,
2024-01-25,1/25/2024 8:16:47 AM,Day,JBJ/JTE,10.16,10.17,Line3,JTE7731.ZFB,6.0,RIZMAN,350,0,350,1/25/2024 8:16:47 AM,1/25/2024 9:27:31 AM,1.18,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.80,417.93,59.330000,1.000000,0.839100,1.000000,0.839100,0.810000,49.50,177715-3,,,,,
2024-01-25,1/25/2024 8:19:15 AM,Day,JBJ/JTE,12.06,12.06,Line1,JTE774,6.0,SHANKAR,510,0,510,1/25/2024 8:19:15 AM,1/25/2024 9:29:13 AM,1.17,70.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.20,349.17,102.510000,1.000000,1.000000,1.000000,1.000000,0.810000,72.86,177748-1,,,,,
2024-01-26,1/26/2024 8:04:48 AM,Day,JBJ/JTE,10.16,10.17,Line3,JTE7731.ZFB,6.0,KAMIL,75,0,75,1/26/2024 8:04:48 AM,1/26/2024 8:40:24 AM,0.59,35.40,0.00,29.90,0.00,0.00,0.00,0.00,0.00,0.00,29.90,5.50,35.42,12.710000,0.160100,1.000000,1.000000,0.160100,0.810000,131.58,177715-4,,,,,
2024-01-26,1/26/2024 8:08:30 AM,Day,JTC,32.95,32.95,Line6,JTC1303,5.0,MANOJ,216,0,216,1/26/2024 8:08:30 AM,1/26/2024 10:22:46 AM,2.24,134.40,16.50,4.50,0.00,0.00,0.00,0.00,0.00,0.00,21.00,113.40,235.98,118.620000,0.843600,1.047000,1.000000,0.883200,0.760000,22.88,177689-1,,,,,
2024-01-26,1/26/2024 8:11:57 AM,Day,JBJ/JTE,12.06,12.06,Line1,JTE774,6.0,KAMIL,476,0,476,1/26/2024 8:11:57 AM,1/26/2024 9:55:13 AM,1.72,103.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.20,513.32,95.680000,1.000000,0.926200,1.000000,0.926200,0.810000,46.08,177748-2,,,,,
2024-01-26,1/26/2024 8:11:24 AM,Day,JTS,19.97,19.97,Line10,JTS1748.ZFB,6.0,AH SIEW,252,0,252,1/26/2024 8:11:24 AM,1/26/2024 10:00:04 AM,1.81,108.60,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,9.20,99.40,299.20,83.870000,0.915400,0.843000,1.000000,0.771700,0.810000,25.33,177651-1,,,,,
2024-01-26,1/26/2024 8:11:34 AM,Day,JAR,31.96,29.76,Line9,JAR1082.ZFB,3.0,AH SIEW,287,0,287,1/26/2024 8:11:34 AM,1/26/2024 10:29:27 AM,2.30,138.00,16.90,0.00,0.00,18.50,0.00,0.00,0.00,0.00,35.40,102.60,224.17,142.350000,0.743300,1.000000,1.000000,0.743300,0.890000,56.00,177673-0,,,,,
2024-01-26,1/26/2024 10:19:34 AM,Day,JTS,22.81,15.56,Line12,JTS393,4.0,AH SIEW,32,0,32,1/26/2024 10:19:34 AM,1/26/2024 10:35:32 AM,0.27,16.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20,42.62,8.300000,1.000000,0.518700,1.000000,0.518700,0.810000,30.00,177709-0,,,,,
2024-01-26,1/26/2024 10:22:49 AM,Day,JBJ/JTE,12.06,12.06,Line1,JTE457,6.0,KAMIL,1596,0,1596,1/26/2024 10:22:49 AM,1/26/2024 4:05:22 PM,5.71,342.60,48.30,4.70,0.00,0.00,0.00,0.00,0.00,0.00,53.00,289.60,1680.22,320.800000,0.845300,1.107700,1.000000,0.936300,0.810000,55.11,177755-0,,,,,
2024-01-26,1/26/2024 10:26:08 AM,Day,JTC,32.28,32.27,Line5,JTC2794.ZFB,6.0,MANOJ,36,0,36,1/26/2024 10:26:08 AM,1/26/2024 11:09:18 AM,0.72,43.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.20,80.31,19.360000,1.000000,0.448200,1.000000,0.448200,0.760000,8.33,177723-0,,,,,
2024-01-26,1/26/2024 10:16:54 AM,Day,JTS,18.74,18.74,Line10,JTS462.ZFB,5.0,AH SIEW,200,0,200,1/26/2024 10:16:54 AM,1/26/2024 12:30:02 PM,2.22,133.20,0.00,0.00,0.00,14.80,0.00,0.00,0.00,0.00,14.80,118.40,378.44,62.470000,0.888800,0.528000,1.000000,0.469300,0.810000,20.29,177739-0,,,,,
2024-01-26,1/26/2024 10:34:39 AM,Day,JBJ/JTE,11.21,11.21,Line3,JBJ113,6.0,KAMIL,2244,0,2244,1/26/2024 10:34:39 AM,1/26/2024 7:49:39 PM,9.25,555.00,50.00,5.80,0.00,0.00,0.00,0.00,0.00,0.00,55.80,499.20,2938.25,419.250000,0.899500,0.839900,1.000000,0.755500,0.810000,44.95,177746-0,,,,,
2024-01-26,1/26/2024 10:38:01 AM,Day,JRA,28.08,11.01,Line11,JRA541,4.0,AH SIEW,1080,0,1080,1/26/2024 10:38:01 AM,1/26/2024 7:55:18 PM,9.29,557.40,64.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.90,492.50,1190.98,198.180000,0.883500,0.402500,1.000000,0.355600,0.810000,32.90,177754-0,,,,,
2024-01-26,1/26/2024 11:14:08 AM,Day,JTC,22.79,22.15,Line6,JTC923.ZFB,5.0,MANOJ,479,0,479,1/26/2024 11:14:08 AM,1/26/2024 2:15:53 PM,3.03,181.80,32.40,1.80,0.00,0.00,0.00,0.00,0.00,0.00,34.20,147.60,473.85,176.830000,0.811900,1.198000,1.000000,0.972700,0.760000,38.94,177725-0,,,,,
2024-01-26,1/26/2024 2:20:01 PM,Day,JTC,38.73,38.72,Line5,JTC2794.ZFB,5.0,MANOJ,40,0,40,1/26/2024 2:20:01 PM,1/26/2024 3:16:39 PM,0.94,56.40,16.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.10,40.30,87.37,25.810000,0.715500,0.637400,1.000000,0.456100,0.760000,11.85,177723-1,,,,,
2024-01-26,1/26/2024 2:31:58 PM,Day,JBJ/JTE,10.96,10.96,Line7,JBJ150,6.0,AH SIEW,561,0,561,1/26/2024 2:31:58 PM,1/26/2024 5:17:03 PM,2.75,165.00,16.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,148.40,903.38,102.480000,0.899500,0.690100,1.000000,0.620700,0.810000,37.78,177734-0,,,,,
2024-01-26,1/26/2024 3:22:36 PM,Day,JTC,22.79,19.13,Line6,JTC1151.ZFB,5.0,MANOJ,320,0,320,1/26/2024 3:22:36 PM,1/26/2024 5:11:44 PM,1.82,109.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.20,287.47,102.030000,1.000000,0.935200,1.000000,0.935200,0.760000,35.20,177694-0,,,,,
2024-01-26,1/26/2024 4:07:01 PM,Day,JBJ/JTE,10.67,7.84,Line1,JBJ710.S,4.0,KAMIL,650,0,650,1/26/2024 4:07:01 PM,1/26/2024 6:02:44 PM,1.93,115.80,14.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,101.00,651.41,84.930000,0.872100,0.841800,1.000000,0.734100,0.810000,96.63,177753-0,,,,,
2024-01-26,1/26/2024 5:21:23 PM,Day,JTC,38.73,38.72,Line5,JTC2794.ZFB,5.0,MANOJ,48,0,48,1/26/2024 5:21:23 PM,1/26/2024 6:08:19 PM,0.78,46.80,21.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.20,25.60,72.50,30.980000,0.548000,1.205300,1.000000,0.660500,0.760000,22.41,177723-2,,,,,
2024-01-26,1/26/2024 5:18:11 PM,Day,JBJ/JTE,9.11,9.12,Line7,JTF201.S,6.0,AH SIEW,609,0,609,1/26/2024 5:18:11 PM,1/26/2024 7:56:28 PM,2.64,158.40,16.80,10.00,0.00,11.80,0.00,0.00,0.00,0.00,38.60,119.80,900.55,92.570000,0.756200,0.773300,1.000000,0.584800,0.810000,50.88,177717-0,,,,,
2024-01-26,1/26/2024 5:51:07 PM,Day,JBJ/JTE,11.21,11.21,Line8,JBJ135,6.0,KAMIL,365,0,365,1/26/2024 5:51:07 PM,1/26/2024 7:56:05 PM,2.08,124.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.80,667.93,68.190000,1.000000,0.545600,1.000000,0.545600,0.810000,29.20,177747-0,,,,,
2024-01-26,1/26/2024 6:12:31 PM,Day,JTC,27.15,27.15,Line6,JTC421,5.0,MANOJ,315,0,315,1/26/2024 6:12:31 PM,1/26/2024 7:56:31 PM,1.73,103.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.80,229.40,142.540000,1.000000,1.000000,1.000000,1.000000,0.760000,36.35,177724-0,,,,,
2024-01-26,1/26/2024 8:04:37 PM,Night,JBJ/JTE,13.45,13.45,Line8,JBJ135,5.0,SURAJ,2356,0,2356,1/26/2024 8:04:37 PM,1/27/2024 7:55:31 AM,11.85,711.00,79.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.10,631.90,3171.06,528.140000,0.888700,0.835900,1.000000,0.742900,0.810000,44.75,177747-1,,,,,
2024-01-26,1/26/2024 8:04:21 PM,Night,JBJ/JTE,14.59,14.59,Line1,JTE1142.ZFB,5.0,SHANKAR,100,0,100,1/26/2024 8:04:21 PM,1/26/2024 8:37:04 PM,0.55,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,135.74,24.320000,1.000000,0.743600,1.000000,0.743600,0.810000,36.70,177676-0,,,,,
2024-01-26,1/26/2024 8:05:29 PM,Night,JTS,22.81,15.56,Line12,JTS393,4.0,SULIHAR,176,0,176,1/26/2024 8:05:29 PM,1/26/2024 9:43:53 PM,1.64,98.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.40,258.86,45.640000,1.000000,0.463800,1.000000,0.463800,0.810000,26.83,177709-1,,,,,
2024-01-26,1/26/2024 8:08:46 PM,Night,JBJ/JTE,9.12,8.84,Line4,JBJ440.MJ,5.0,ROSHAN,192,0,192,1/26/2024 8:08:46 PM,1/26/2024 9:18:34 PM,1.16,69.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.60,457.79,28.290000,1.000000,0.405300,1.000000,0.405300,0.810000,33.01,177713-0,,,,,
2024-01-26,1/26/2024 8:02:48 PM,Night,JBJ/JTE,13.45,13.45,Line3,JBJ113,5.0,SURAJ,43,0,43,1/26/2024 8:02:48 PM,1/26/2024 8:55:54 PM,0.88,52.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.80,235.49,9.640000,1.000000,0.181500,1.000000,0.181500,0.810000,9.72,177746-1,,,,,
2024-01-26,1/26/2024 8:06:19 PM,Night,JTC,27.15,27.15,Line6,JTC421,5.0,ROSHAN,69,0,69,1/26/2024 8:06:19 PM,1/26/2024 8:39:35 PM,0.55,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,72.93,31.220000,1.000000,0.937600,1.000000,0.937600,0.760000,24.86,177724-1,,,,,
2024-01-26,1/26/2024 8:17:26 PM,Night,JBJ/JTE,13.75,13.75,Line2,JBJ1096.ZFB,5.0,SULIHAR,362,0,362,1/26/2024 8:17:26 PM,1/26/2024 10:25:46 PM,2.14,128.40,0.00,40.80,0.00,0.00,0.00,0.00,0.00,0.00,40.80,87.60,382.23,82.960000,0.682000,0.948100,1.000000,0.646600,0.810000,49.65,177750-0,,,,,
2024-01-26,1/26/2024 8:41:35 PM,Night,JTC,38.73,38.72,Line5,JTC2794.ZFB,5.0,ROSHAN,120,0,120,1/26/2024 8:41:35 PM,1/26/2024 10:33:26 PM,1.86,111.60,15.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,95.90,172.89,77.440000,0.859600,0.805800,1.000000,0.692700,0.760000,14.98,177723-3,,,,,
2024-01-26,1/26/2024 8:40:58 PM,Night,JBJ/JTE,11.48,11.48,Line7,JBJ781.BS,5.0,SHANKAR,198,0,198,1/26/2024 8:40:58 PM,1/26/2024 9:24:26 PM,0.72,43.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.20,225.72,37.880000,1.000000,0.870900,1.000000,0.870900,0.810000,54.62,177759-0,,,,,
2024-01-26,1/26/2024 9:18:56 PM,Night,JBJ/JTE,13.45,13.45,Line1,JBJ268,5.0,SULIHAR,1312,0,1312,1/26/2024 9:18:56 PM,1/27/2024 3:34:12 AM,6.26,375.60,70.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.50,305.10,1675.18,294.110000,0.812200,0.964900,1.000000,0.783700,0.810000,51.65,177738-0,,,,,
2024-01-26,1/26/2024 9:44:03 PM,Night,JBJ/JTE,10.47,10.47,Line3,JBJ145.S,5.0,SULIHAR,104,0,104,1/26/2024 9:44:03 PM,1/26/2024 11:08:28 PM,1.41,84.60,16.60,31.60,0.00,0.00,0.00,0.00,0.00,0.00,48.20,36.40,302.68,18.150000,0.428900,0.501300,1.000000,0.215000,0.810000,34.48,177758-0,,,,,
2024-01-26,1/26/2024 9:31:11 PM,Night,JTC,22.79,19.13,Line6,JTC1359.ZFB,5.0,SHANKAR,211,0,211,1/26/2024 9:31:11 PM,1/26/2024 11:23:42 PM,1.88,112.80,16.50,0.00,0.00,0.00,0.00,0.00,0.00,2.10,18.60,94.20,290.63,67.270000,0.834700,0.716400,1.000000,0.598000,0.760000,26.96,177720-0,,,,,
2024-01-26,1/26/2024 10:35:15 PM,Night,JTS,22.81,15.56,Line12,JTS393,4.0,ROSHAN,18,0,18,1/26/2024 10:35:15 PM,1/26/2024 10:48:05 PM,0.21,12.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,33.15,4.670000,1.000000,0.364700,1.000000,0.364700,0.810000,21.09,177709-2,,,,,
2024-01-26,1/26/2024 10:38:48 PM,Night,JBJ/JTE,11.48,11.48,Line7,JBJ782.BS,5.0,SULIHAR,268,0,268,1/26/2024 10:38:48 PM,1/26/2024 11:48:42 PM,1.16,69.60,0.00,12.90,0.00,0.00,0.00,0.00,0.00,0.00,12.90,56.70,297.82,51.280000,0.815500,0.899600,1.000000,0.733600,0.810000,56.42,177760-0,,,,,
